분류,지역,발주처명,발주처분류,약칭,적격심사분류,비고
중앙행정기관(기타),경기,경찰청 경기도남부지방경찰청,중앙기타,,국토교통부(지방국토관리청/국토부예하기관),
중앙행정기관(기타),경기,경찰청 경기도지방경찰청,중앙기타,,조달청(해양수산부산하기관),
중앙행정기관(기타),서울,경찰청 경찰대학,중앙기타,,조달청(해양수산부산하기관),
중앙행정기관(기타),제주,경찰청 제주도지방경찰청,중앙기타,,조달청(해양수산부산하기관),
지방자치단체(군),강원,고성군 상하수도사업소,고성군,,행정안전부(지방자치단체),
지방자치단체(시),경기,고양도시관리공사,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),경기,고양시 건설관리본부,고양시,,행정안전부(지방자치단체),
지방자치단체(시),경기,고양시 상하수도사업소(하수도),고양시,,행정안전부(지방자치단체),하수도
지방자치단체(시),경기,고양시 푸른도시사업소,고양시,,행정안전부(지방자치단체),고양시 건설사업소 -->푸른도시사업소로 변경(19.04.22)
외국기관,미분류,공공교통성,외국기관,,미분류,
중앙행정기관(국방부),서울,공군 3175부대,국방부,,국방부,
중앙행정기관(국방부),서울,공군 본부,국방부,,국방부,
중앙행정기관(국방부),서울,공군 작사예하 방포사예하 제3여단,국방부,,국방부,
중앙행정기관(국방부),서울,공군 제10전투비행단,국방부,,국방부,
중앙행정기관(국방부),경기,공군 제1전투비행단,국방부,,국방부,
중앙행정기관(국방부),부산,공군 제5전술공수비행단,국방부,,국방부,
중앙행정기관(국방부),서울,공군 제8전투비행단,국방부,,국방부,
중앙행정기관(국방부),충남,공군본부,국방부,,국방부,
중앙행정기관(국방부),충북,공군사관학교 재무관,국방부,,국방부,
중앙행정기관(국방부),,공군작사근무지원단,국방부,,,
중앙행정기관(국방부),충북,공군제19전투 비행단,국방부,,국방부,
중앙행정기관(국방부),서울,공군제3267부대,국방부,,국방부,
중앙행정기관(국방부),서울,공군중앙관리단,국방부,,국방부,
정부투자기관(기타),서울,공무원연금공단,공사기타,,조달청(해양수산부산하기관),
지방자치단체(시),충남,공주시농업기술센터,지자체기타,,행정안전부(지방자치단체),
정부투자기관(공사),제주,공항공사 제주지사,공사기타,,조달청(해양수산부산하기관),
지방자치단체(시),경기,과천도시공사,지자체기타,,행정안전부(지방자치단체),
중앙행정기관(기타),서울,과학기술부,중앙기타,,조달청(해양수산부산하기관),
중앙행정기관(기타),경기,광동고등학교(경기도 교육청),중앙기타,,조달청(해양수산부산하기관),
지방자치단체(시),경기,광명시 친환경사업본부,광명시,,행정안전부(지방자치단체),
정부투자기관(기타),전남,광양만권경제자유구역청,공사기타,,행정안전부(지방자치단체),
지방자치단체(시),전남,광양시상수도사업회계관리자,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),전남,광양시하수도관리자,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시,광주광역시,,행정안전부(지방자치단체),
지방자치단체(도),광주,광주광역시 광산구,광주광역시,,행정안전부(지방자치단체),
지방자치단체(도),광주,광주광역시 남구,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 도시공사,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 동구,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 북구,광주광역시 북구,,행정안전부(지방자치단체),
지방자치단체(시),광주,광주광역시 상수도사업본부,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 서구,광주광역시 서구,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 종합건설본부,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 지하철본부,광주광역시,,행정안전부(지방자치단체),
지방자치단체(광역시),광주,광주광역시 환경시설공단,광주광역시,,행정안전부(지방자치단체),
